HS 2012 Product Code,HS 2012 Product Description,HS 2007 Product Code,HS 2007 Product Description
200490,Other vegetables and mixtures of vegetables,200490,"Vegetables & mixtures of vegetables, preserved/preserved othw. than by vinegar/acetic acid, frozen, other than potatoes & products of 20.06"
200510,Homogenised vegetables,200510,"Homogenised vegetables, prepared/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
200520,Potatoes,200520,"Potatoes, prepared/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
200540,Peas (Pisum sativum),200540,"Peas (Pisum sativum), preserved/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
200551,"Beans, shelled",200551,"Beans (Vigna spp., Phaseolus spp.), shelled, prepared/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
200559,Other,200559,"Beans (excl. Vigna spp., Phaseolus spp.), shelled, prepared/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
200560,Asparagus,200560,"Asparagus, preserved/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
200570,Olives,200570,"Olives, preserved/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
200580,Sweet corn (Zea mays var. saccharata),200580,"Sweet corn (Zea mays var. saccharata), prepared/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
200591,Bamboo shoots,200591,"Bamboo shoots, prepared/preserved othw. than by vinegar/acetic acid, not frozen, other than products of heading 20.06"
200599,Other,200599,"Vegetables & mixtures of vegetables (excl. of 2005.10-2005.91), prepared/preserved othw. than by vinegar/acetic acid, not frozen, other than products of heading 20.06"
200600,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glacé or crystallised).",200600,"Vegetables, fruit, nuts, fruit-peel & other parts of plants, preserved by sugar (drained/glacT/crystallised)"
200710,Homogenised preparations,200710,"Homogenised preparations of fruits/nuts, obt. by cooking, whether/not containing added sugar/other sweetening matter"
200791,Citrus fruit,200791,"Citrus fruit preparations (excl. homogenized), obt. by cooking, whether/not containing added sugar/other sweetening matter"
200799,Other,200799,"Preparations of fruit (excl. citrus fruit; excl. homogenized), obt. by cooking, whether/not containing added sugar/other sweetening matter"
200811,Ground-nuts,200811,"Ground-nuts, prepared/preserved, whether/not containing added/sugar/other sweetening matter/spirit, n.e.s."
200819,"Other, including mixtures",200819,"Nuts (excl. ground-nuts), incl. mixtures, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
200820,Pineapples,200820,"Pineapples, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
200830,Citrus fruit,200830,"Citrus fruit, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
200840,Pears,200840,"Pears, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
200850,Apricots,200850,"Apricots, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
200860,Cherries,200860,"Cherries, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
200870,"Peaches, including nectarines",200870,"Peaches, incl. nectarines, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
200880,Strawberries,200880,"Strawberries, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
200891,Palm hearts,200891,"Palm hearts, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
200893,"Cranberries (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea)",200899,"Edible parts of plants, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
200897,Mixtures,200892,"Mixtures of edible parts of plants (excl. of 2008.19), prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
200899,Other,200899,"Edible parts of plants, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
200911,Frozen,200911,"Orange juice, frozen, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200912,"Not frozen, of a Brix value not exceeding 20",200912,"Orange juice, not frozen, of a Brix value not >20, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200919,Other,200919,"Orange juice, not frozen (excl. of 2009.19), unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200921,Of a Brix value not exceeding 20,200921,"Grapefruit juice, of a Brix value not >20, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200929,Other,200929,"Grapefruit juice (excl. of 2009.21), unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200931,Of a Brix value not exceeding 20,200931,"Juice of any single citrus fruit other than orange/grapefruit, of a Brix value not >20, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200939,Other,200939,"Juice of any single citrus fruit other than orange/grapefruit (excl. of 2009.31), unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200941,Of a Brix value not exceeding 20,200941,"Pineapple juice, of a Brix value not >20, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200949,Other,200949,"Pineapple juice (excl. of 2009.41), unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200950,Tomato juice,200950,"Tomato juice, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200961,Of a Brix value not exceeding 30,200961,"Grape juice, incl. grape must, of a Brix value not >30, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200969,Other,200969,"Grape juice, incl. grape must (excl. of 2009.61), unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200971,Of a Brix value not exceeding 20,200971,"Apple juice, of a Brix value not >20, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200979,Other,200979,"Apple juice (excl. of 2009.71), unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200981,"Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea) juice",200980,"Juice of any single fruit/vegetable (excl. of 2009.11-2009.79), unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200989,Other,200980,"Juice of any single fruit/vegetable (excl. of 2009.11-2009.79), unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
200990,Mixtures of juices,200990,"Mixtures of juices, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
210111,"Extracts, essences and concentrates",210111,"Extracts, essences & concentrates of coffee"
210112,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee",210112,Preparations with a basis of extracts/essences/concentrates of coffee/with a basis of coffee
210120,"Extracts, essences and concentrates, of tea or maté, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or maté",210120,"Extracts, essences & concentrates of tea/matT, & preparations with a basis of these extracts/essences/concentrates/with a basis of tea/matT"
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",210130,"Roasted chicory & other roasted coffee substitutes, & extracts, essences & concentrates thereof"
210210,Active yeasts,210210,Active yeasts
210220,"Inactive yeasts; other single-cell micro-organisms, dead",210220,"Inactive yeasts; other single-cell micro-organisms, dead (excl. vaccines of 30.02)"
210230,Prepared baking powders,210230,Prepared baking powders
210310,Soya sauce,210310,Soya sauce
210320,Tomato ketchup and other tomato sauces,210320,Tomato ketchup & other tomato sauces
210330,Mustard flour and meal and prepared mustard,210330,Mustard flour & meal & prepared mustard
210390,Other,210390,"Sauces & preparations therefor, n.e.s.; mixed condiments & mixed seasonings, n.e.s."
210410,Soups and broths and preparations therefor,210410,Soups & broths & preparations therefor
210420,Homogenised composite food preparations,210420,Homogenised composite food preparations
210500,"Ice cream and other edible ice, whether or not containing cocoa.",210500,"Ice cream & other edible ice, whether/not containing cocoa"
210610,Protein concentrates and textured protein substances,210610,Protein concentrates & textured protein substance
210690,Other,210690,"Food preparations, n.e.s."
220110,Mineral waters and aerated waters,220110,"Mineral waters (natural/artificial) & aerated waters, not containing added sugar/other sweetening matter/flavoured"
220190,Other,220190,Ice & snow
220210,"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured",220210,"Waters, incl. mineral waters & aerated waters, containing added sugar/other sweetening matter/flavoured"
220290,Other,220290,Non-alcoholic beverages other than waters of 2202.10 (not incl. fruit/vegetable juices of 20.09)
220300,Beer made from malt.,220300,Beer made from malt
220410,Sparkling wine,220410,Sparkling wine of fresh grapes
220421,In containers holding 2 l or less,220421,"Wine other than sparkling wine of fresh grapes, incl. fortified; grape must with fermentation prevented/arrested by the addition of alcohol, in containters of 2 l/less"
220429,Other,220429,"Wine other than sparkling wine of fresh grapes, incl. fortified; grape must with fermentation prevented/arrested by the addition of alcohol, in containters of >2 l"
220430,Other grape must,220430,Grape must (excl. of 20.09)
220510,In containers holding 2 l or less,220510,"Vermouth & other wine of fresh grapes flavoured with plants/aromatic substance, in containters of 2 l/less"
220590,Other,220590,"Vermouth & other wine of fresh grapes flavoured with plants/aromatic substance, in containters of > 2l"
220600,"Other fermented beverages (for example, cider, perry, mead); mixtures of fermented beverages and mixtures of fermented beverages and non-alcoholic beverages, not elsewhere specified or included.",220600,"Fermented beverages (e.g., cider, perry, mead), n.e.s.; mixtures of fermented beverages & mixtures of fermented beverages & non-alcoholic beverages, n.e.s."
220710,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol. or higher,220710,Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol.
220720,"Ethyl alcohol and other spirits, denatured, of any strength",220720,"Ethyl alcohol & other spirits, denatured, of any strength"
220820,Spirits obtained by distilling grape wine or grape marc,220820,Spirits obt. by distilling grape wine/grape marc
220830,Whiskies,220830,Whiskies
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,220840,Rum & tafia
220850,Gin and Geneva,220850,Gin & Geneva
220860,Vodka,220860,Vodka
220870,Liqueurs and cordials,220870,Liqueurs & cordials
220890,Other,220890,"Undenatured ethyl alcohol of an alcoholic strength by volume <80%vol; other spirits, liquers & other spiritous beverages"
220900,Vinegar and substitutes for vinegar obtained from acetic acid.,220900,Vinegar & substitutes for vinegar obt. from acetic acid
230110,"Flours, meals and pellets, of meat or meat offal; greaves",230110,"Flours, meals & pellets of meat/meat offal; greaves"
230120,"Flours, meals and pellets, of fish or of crustaceans, molluscs or other aquatic invertebrates",230120,"Flours, meals & pellets of fish/of crustaceans, molluscs/other aquatic invertebrates"
230210,Of maize (corn),230210,"Bran, sharps & other residues, whether/not in the form of pellets, derived from the sifting/milling/other working of maize (corn)"
230230,Of wheat,230230,"Bran, sharps & other residues, whether/not in the form of pellets, derived from the sifting/milling/other working of wheat"
230240,Of other cereals,230240,"Bran, sharps & other residues, whether/not in the form of pellets, derived from the sifting/milling/other working of cereals other than maize (corn)/wheat"
