HS 2012 Product Code,HS 2012 Product Description,HS 2007 Product Code,HS 2007 Product Description
610899,Of other textile materials,610899,"Women's/girls' nTgligTs, bathrobes, dressing gowns & similar articles, knitted/crocheted, of textile materials other than cotton/man-made fibres"
610910,Of cotton,610910,"T-shirts, singlets & other vests, knitted/crocheted, of cotton"
610990,Of other textile materials,610990,"T-shirts, singlets & other vests, knitted/crocheted, other than of cotton"
611011,Of wool,611011,"Jerseys, pullovers, cardigans, waist-coats & similar articles, knitted/crocheted, of wool"
611012,Of Kashmir (cashmere) goats,611012,"Jerseys, pullovers, cardigans, waist-coats & similar articles, knitted/crocheted, of Kashmir (cashmere) goats"
611019,Other,611019,"Jerseys, pullovers, cardigans, waist-coats & similar articles, knitted/crocheted, of fine animal hair other than of Kashmir (cashmere) goats"
611020,Of cotton,611020,"Jerseys, pullovers, cardigans, waist-coats & similar articles, knitted/crocheted, of cotton"
611030,Of man-made fibres,611030,"Jerseys, pullovers, cardigans, waist-coats & similar articles, knitted/crocheted, of man-made fibres"
611090,Of other textile materials,611090,"Jerseys, pullovers, cardigans, waist-coats & similar articles, knitted/crocheted, of textile materials other than wool/Kashmir/other fine animal hair/cotton/man-made fibres"
611120,Of cotton,611120,"Babies' garments & clothing accessories, knitted/crocheted, of cotton"
611130,Of synthetic fibres,611130,"Babies' garments & clothing accessories, knitted/crocheted, of synthetic fibres"
611190,Of other textile materials,611190,"Babies' garments & clothing accessories, of other textile materials, other than of cotton/synthetic fibres, knitted/crocheted."
611211,Of cotton,611211,"Track suits, knitted/crocheted, of cotton"
611212,Of synthetic fibres,611212,"Track suits, knitted/crocheted, of synthetic fibres"
611219,Of other textile materials,611219,"Track suits, knitted/crocheted, of textile materials other than of cotton/synthetic fibres"
611220,Ski suits,611220,"Ski suits, knitted/crocheted"
611231,Of synthetic fibres,611231,"Men's/boys' swimwear, knitted/crocheted, of synthetic fibres"
611239,Of other textile materials,611239,"Men's/boys' swimwear, knitted/crocheted, of other textile materials (excl. of synthetic fibres)"
611241,Of synthetic fibres,611241,"Women's/girls' swimwear, knitted/crocheted, of synthetic fibres"
611249,Of other textile materials,611249,"Women's/girls' swimwear, knitted/crocheted, of textile materials other than synthetic fibres"
611300,"Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",611300,Garments made up of knitted/crocheted fabrics of 59.03/59.06/59.07
611420,Of cotton,611420,"Garments, n.e.s., knitted/crocheted, of cotton"
611430,Of man-made fibres,611430,"Garments, n.e.s., knitted/crocheted, of man-made fibres"
611490,Of other textile materials,611490,"Other garments, n.e.s., of other textile materials, other than of cotton/man-made fibres, knitted/crocheted."
611510,"Graduated compression hosiery (for example, stockings for varicose veins)",611510,"Graduated compression hosiery (eg. stockings for varicose veins) & footwear without applied soles, knitted/crocheted."
611521,"Of synthetic fibres, measuring per single yarn less than 67 decitex",611521,"Panty hose, tights, stockings, socks & other hosiery, & footwear without applied soles, of synthetic fibres, measuring per single yarn less than 67 decitex, knitted/crocheted."
611522,"Of synthetic fibres, measuring per single yarn 67 decitex or more",611522,"Panty hose, tights, stockings, socks & other hosiery, & footwear without applied soles, of synthetic fibres, measuring per single yarn 67 decitex/more, knitted/crocheted."
611529,Of other textile materials,611529,"Panty hose, tights, stockings, socks & other hosiery, & footwear without applied soles, of other textile materials, other than of synthetic fibres, knitted/crocheted."
611530,"Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",611530,"Other women's full-length/knee-length hosiery, measuring per single yarn less than 67 decitex, knitted/crocheted."
611594,Of wool or fine animal hair,611594,"Other n.e.s. in 61.15, knitted/crocheted, of wool/fine animal hair."
611595,Of cotton,611595,"Other n.e.s. in 61.15, knitted/crocheted, of cotton."
611596,Of synthetic fibres,611596,"Other n.e.s. in 61.15, knitted/crocheted, of synthetic fibres."
611599,Of other textile materials,611599,"Other n.e.s. in 61.15, knitted/crocheted, of other textile materials."
611610,"Impregnated, coated or covered with plastics or rubber",611610,"Gloves, mittens & mitts, knitted/crocheted, impregnated/coated/covered with plastics/rubber"
611691,Of wool or fine animal hair,611691,"Gloves, mittens & mitts, knitted/crocheted, other than those impregnated/coated/covered with plastics/rubber, of wool/fine animal hair"
611692,Of cotton,611692,"Gloves, mittens & mitts, knitted/crocheted, other than those impregnated/coated/covered with plastics/rubber, of cotton"
611693,Of synthetic fibres,611693,"Gloves, mittens & mitts, knitted/crocheted, other than those impregnated/coated/covered with plastics/rubber, of synthetic fibres"
611699,Of other textile materials,611699,"Gloves, mittens & mitts, knitted/crocheted, other than those impregnated/coated/covered with plastics/rubber, of textile materials other than wool/fine animal hair/cotton/synthetic fibres"
611710,"Shawls, scarves, mufflers, mantillas, veils and the like",611710,"Shawls, scarves, mufflers, mantillas, veils & the like, knitted/crocheted"
611780,Other accessories,611780,"Other made up clothing accessories, other than shawls/scarve/mufflers/mantillas/veils, knitted/crocheted; "
611790,Parts,611790,knitted/crocheted parts of garments/clothing accessories
620111,Of wool or fine animal hair,620111,"Men's/boys overcoats, raincoats, car coats, capes, cloaks & similar articles (excl. of 62.03), of wool/fine animal hair"
620112,Of cotton,620112,"Men's/boys overcoats, raincoats, car coats, capes, cloaks & similar articles (excl. of 62.03), of cotton"
620113,Of man-made fibres,620113,"Men's/boys overcoats, raincoats, car coats, capes, cloaks & similar articles (excl. of 62.03), of man-made fibres"
620119,Of other textile materials,620119,"Men's/boys overcoats, raincoats, car coats, capes, cloaks & similar articles (excl. of 62.03), of other textile materials (excl. of 6201.11-6201.13)"
620191,Of wool or fine animal hair,620191,"Men's/boys', anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.03), of wool/fine animal hair"
620192,Of cotton,620192,"Men's/boys', anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.03), of cotton"
620193,Of man-made fibres,620193,"Men's/boys', anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.03), of man-made fibres"
620199,Of other textile materials,620199,"Men's/boys', anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.03), of other textile materials (excl. of 6201.91-6201.93)"
620211,Of wool or fine animal hair,620211,"Women's/girls' overcoats, raincoats, car-coats, capes, cloaks & similar articles, of wool/fine animal hair"
620212,Of cotton,620212,"Women's/girls' overcoats, raincoats, car-coats, capes, cloaks & similar articles, of cotton"
620213,Of man-made fibres,620213,"Women's/girls' overcoats, raincoats, car-coats, capes, cloaks & similar articles, of man-made fibres"
620219,Of other textile materials,620219,"Women's/girls' overcoats, raincoats, car-coats, capes, cloaks & similar articles, of textile materials other than wool/fine animal hair/cotton/man-made fibres"
620291,Of wool or fine animal hair,620291,"Women's/girls' anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.04), of wool/fine animal hair"
620292,Of cotton,620292,"Women's/girls' anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.04), of cotton"
620293,Of man-made fibres,620293,"Women's/girls' anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.04), of man-made fibres"
620299,Of other textile materials,620299,"Women's/girls' anoraks (incl. ski-jackets), wind-cheaters, wind-jackets & similar articles (excl. of 62.04), of textile materials other than wool/fine animal hair/cotton/man-made fibres"
620311,Of wool or fine animal hair,620311,"Men's/boys' suits (excl. knitted/crocheted), of wool/fine animal hair"
620312,Of synthetic fibres,620312,"Men's/boys' suits (excl. knitted/crocheted), of synthetic fibres"
620319,Of other textile materials,620319,"Men's/boys' suits (excl. knitted/crocheted), of other textile materials (excl. of wool/fine animal hair/synthetic fibres)"
620322,Of cotton,620322,"Men's/boys' ensembles (excl. knitted/crocheted), of cotton"
620323,Of synthetic fibres,620323,"Men's/boys' ensembles (excl. knitted/crocheted), of synthetic fibres"
620329,Of other textile materials,620329,"Men's/boys' ensembles (excl. knitted/crocheted), of other textile materials, other than of synthetic fibres/cotton."
620331,Of wool or fine animal hair,620331,"Men's/boys' jackets & blazers (excl. knitted/crocheted), of wool/fine animal hair"
620332,Of cotton,620332,"Men's/boys' jackets & blazers (excl. knitted/crocheted), of cotton"
620333,Of synthetic fibres,620333,"Men's/boys' jackets & blazers (excl. knitted/crocheted), of synthetic fibres"
620339,Of other textile materials,620339,"Men's/boys' jackets & blazers (excl. knitted/crocheted), of other textile materials (excl. of 6203.31-6203.33)"
620341,Of wool or fine animal hair,620341,"Men's/boys' trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of wool/fine animal hair"
620342,Of cotton,620342,"Men's/boys' trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of cotton"
620343,Of synthetic fibres,620343,"Men's/boys' trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of synthetic fibres"
620349,Of other textile materials,620349,"Men's/boys' trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of other textile materials (excl. of 6203.41-6203.43)"
620411,Of wool or fine animal hair,620411,"Women's/girls' suits (excl. knitted/crocheted), of wool/fine animal hair"
620412,Of cotton,620412,"Women's/girls' suits (excl. knitted/crocheted), of cotton"
620413,Of synthetic fibres,620413,"Women's/girls' suits (excl. knitted/crocheted), of synthetic fibres"
620419,Of other textile materials,620419,"Women's/girls' suits (excl. knitted/crocheted), of textile materials other than wool/fine animal hair/cotton/synthetic fibres"
620421,Of wool or fine animal hair,620421,"Women's/girls' ensembles (excl. knitted/crocheted), of wool/fine animal hair"
620422,Of cotton,620422,"Women's/girls' ensembles (excl. knitted/crocheted), of cotton"
620423,Of synthetic fibres,620423,"Women's/girls' ensembles (excl. knitted/crocheted), of synthetic fibres"
620429,Of other textile materials,620429,"Women's/girls' ensembles (excl. knitted/crocheted), of textile materials other than wool/fine animal hair/cotton"
620431,Of wool or fine animal hair,620431,"Women's/girls' jackets & blazers (excl. knitted/crocheted), of wool/fine animal hair"
620432,Of cotton,620432,"Women's/girls' jackets & blazers (excl. knitted/crocheted), of cotton"
620433,Of synthetic fibres,620433,"Women's/girls' jackets & blazers (excl. knitted/crocheted), of synthetic fibres"
620439,Of other textile materials,620439,"Women's/girls' jackets & blazers (excl. knitted/crocheted), of textile materials other than wool/fine animal hair/cotton/synthetic fibres"
620441,Of wool or fine animal hair,620441,"Women's/girls' dresses (excl. knitted/crocheted), of wool/fine animal hair"
620442,Of cotton,620442,"Women's/girls' dresses (excl. knitted/crocheted), of cotton"
620443,Of synthetic fibres,620443,"Women's/girls' dresses (excl. knitted/crocheted), of synthetic fibres"
620444,Of artificial fibres,620444,"Women's/girls' dresses (excl. knitted/crocheted), of artificial fibres"
620449,Of other textile materials,620449,"Women's/girls' dresses (excl. knitted/crocheted), of textile materials other than wool/fine animal hair/cotton/synthetic fibres/artificial fibres"
620451,Of wool or fine animal hair,620451,"Women's/girls' skirts & divided skirts (excl. knitted/crocheted), of wool/fine animal hair"
620452,Of cotton,620452,"Women's/girls' skirts & divided skirts (excl. knitted/crocheted), of cotton"
620453,Of synthetic fibres,620453,"Women's/girls' skirts & divided skirts (excl. knitted/crocheted), of synthetic fibres"
620459,Of other textile materials,620459,"Women's/girls' skirts & divided skirts (excl. knitted/crocheted), of textile materials other than wool/fine animal hair/cotton/synthetic fibres"
620461,Of wool or fine animal hair,620461,"Women's/girls', trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of wool/fine animal hair"
620462,Of cotton,620462,"Women's/girls', trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of cotton"
620463,Of synthetic fibres,620463,"Women's/girls', trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of synthetic fibres"
620469,Of other textile materials,620469,"Women's/girls', trousers, bib & brace overalls, breeches & shorts (excl. swimwear; excl. knitted/crocheted), of textile materials other than wool/fine animal hair/cotton/synthetic fibres"
620520,Of cotton,620520,"Men's/boys' shirts (excl. knitted/crocheted), of cotton"
620530,Of man-made fibres,620530,"Men's/boys' shirts (excl. knitted/crocheted), of man-made fibres"
620590,Of other textile materials,620590,"Men's/boys' shirts (exclud. knitted/crocheted), of other textile materials, other than of cotton/man-made fibres."
620610,Of silk or silk waste,620610,"Women's/girls' blouses, shirts & shirt-blouses (excl. knitted/crocheted), of silk/silk waste"
620620,Of wool or fine animal hair,620620,"Women's/girls' blouses, shirts & shirt-blouses (excl. knitted/crocheted), of wool/fine animal hair"
620630,Of cotton,620630,"Women's/girls' blouses, shirts & shirt-blouses (excl. knitted/crocheted), of cotton"
620640,Of man-made fibres,620640,"Women's/girls' blouses, shirts & shirt-blouses (excl. knitted/crocheted), of man-made fibres"
620690,Of other textile materials,620690,"Women's/girls' blouses, shirts & shirt-blouses (excl. knitted/crocheted), of textile materials other than silk/silk waste/wool/fine animal hair/cotton/man-made fibres"
620711,Of cotton,620711,"Men's/boys' underpants & briefs (excl. knitted/crocheted), of cotton"
620719,Of other textile materials,620719,"Men's/boys' underpants & briefs (excl. knitted/crocheted), of other textile materials (excl. of cotton)"
620721,Of cotton,620721,"Men's/boys' nightshirts & pyjamas (excl. knitted/crocheted), of cotton"
620722,Of man-made fibres,620722,"Men's/boys' nightshirts & pyjamas (excl. knitted/crocheted), of man-made fibres"
620729,Of other textile materials,620729,"Men's/boys' nightshirts & pyjamas (excl. knitted/crocheted), of other textile materials (excl. of cotton/man-made fibres)"
620791,Of cotton,620791,"Men's/boys' singlets & other vests, bathrobes, dressing gowns & similar articles (excl. knitted/crocheted), of cotton"
620799,Of other textile materials,620799,"Men's/boys' singlets & other vests, bathrobes, dressing gowns & similar articles (excl. knitted/crocheted), of other textil materials, not of cotton"
620811,Of man-made fibres,620811,"Women's/girls' slips & petticoats (excl. knitted/crocheted), of man-made fibres"
620819,Of other textile materials,620819,"Women's/girls' slips & petticoats (excl. knitted/crocheted), of textile materials other than man-made fibres"
620821,Of cotton,620821,"Women's/girls' nightdresses & pyjamas (excl. knitted/crocheted), of cotton"
620822,Of man-made fibres,620822,"Women's/girls' nightdresses & pyjamas (excl. knitted/crocheted), of man-made fibres"
620829,Of other textile materials,620829,"Women's/girls' nightdresses & pyjamas (excl. knitted/crocheted), of textile materials other than cotton/man-made fibrs"
620891,Of cotton,620891,"Women's/girls' singlets & other vests, briefs, panties, nTgligTs, bathrobes, dressing gowns & similar articles (excl. of 3208.11-3208.29; excl. knitted/crocheted), of cotton"
620892,Of man-made fibres,620892,"Women's/girls' singlets & other vests, briefs, panties, nTgligTs, bathrobes, dressing gowns & similar articles (excl. of 3208.11-3208.29; excl. knitted/crocheted), of man-made fibres"
620899,Of other textile materials,620899,"Women's/girls' singlets & other vests, briefs, panties, nTgligTs, bathrobes, dressing gowns & similar articles (excl. of 3208.11-3208.29; excl. knitted/crocheted),of textile materialsother than cotton/man-made fibres"
620920,Of cotton,620920,"Babies' garments & clothing accessories (excl. knitted/crocheted), of cotton"
620930,Of synthetic fibres,620930,"Babies' garments & clothing accessories (excl. knitted/crocheted), of synthetic fibres"
620990,Of other textile materials,620990,"Babies' garments & clothing accessories (excl. knitted/crocheted), of other textile materials, other than of synthetic Fibres/cotton."
621010,Of fabrics of heading 56.02 or 56.03,621010,Garments made up of fabrics of 56.02/56.03
621020,"Other garments, of the type described in subheadings 6201.11 to 6201.19",621020,"Garments made up of fabrics of 59.03/59.06/59.07, of the type desc. in 6201.11-6201.19"
621030,"Other garments, of the type described in subheadings 6202.11 to 6202.19",621030,"Garments made up of fabrics of 59.03/59.06/59.07, of the type desc. in 6202.11-6202.19"
621040,Other men's or boys' garments,621040,"Men's/boys' garments made up of fabrics of 59.03/59.06/59.07, n.e.s."
621050,Other women's or girls' garments,621050,"Women's/girls' garments made up of fabrics of 59.03/59.06/59.07, n.e.s."
621111,Men's or boys',621111,"Swimwear (excl. knitted/crocheted), men's/boys'"
621112,Women's or girls',621112,"Swimwear (excl. knitted/crocheted), women's/girls'"
621120,Ski suits,621120,Ski suits (excl. knitted/crocheted)
621132,Of cotton,621132,"Track suits (excl. knitted/crocheted), men's/boys'; other garments, n.e.s. (excl. knitted/crocheted), men's/boys', of cotton"
621133,Of man-made fibres,621133,"Track suits (excl. knitted/crocheted), men's/boys'; other garments, n.e.s. (excl. knitted/crocheted), men's/boys', of man-made fibres"
621139,Of other textile materials,621139,"Track suits (excl. knitted/crocheted), men's/boys'; other garments, n.e.s. (excl. knitted/crocheted), men's/boys', of other textile materials, other than of cotton/man-made fibres."
621142,Of cotton,621142,"Track suits (excl. knitted/crocheted), women's/girls'; other garments, n.e.s. (excl. knitted/crocheted), women's/girls', of cotton"
621143,Of man-made fibres,621143,"Track suits (excl. knitted/crocheted), women's/girls'; other garments, n.e.s. (excl. knitted/crocheted), women's/girls', of man-made fibres"
621149,Of other textile materials,621149,"Track suits (excl. knitted/crocheted), women's/girls'; other garments, n.e.s. (excl. knitted/crocheted), women's/girls', other than of wool/fine animal hair/cotton/man-made fibres"
621210,Brassieres,621210,"BrassiFres & parts thereof , whether/not knitted/crocheted"
621220,Girdles and panty-girdles,621220,"Girdles & panty-girdles & parts thereof , whether/not knitted/crocheted"
621230,Corselettes,621230,"Corselettes & parts thereof , whether/not knitted/crocheted"
621290,Other,621290,"Braces, suspenders, garters & similar articles & parts thereof , whether/not knitted/crocheted"
621320,Of cotton,621320,"Handkerchiefs, of cotton"
621390,Of other textile materials,621390,"Handkerchiefs, of other textile materials, not of cotton."
621410,Of silk or silk waste,621410,"Shawls, scarves, mufflers, mantillas, veils & the like (excl. knitted/crocheted), of silk/silk waste"
621420,Of wool or fine animal hair,621420,"Shawls, scarves, mufflers, mantillas, veils & the like (excl. knitted/crocheted), of wool/fine animal hair"
621430,Of synthetic fibres,621430,"Shawls, scarves, mufflers, mantillas, veils & the like (excl. knitted/crocheted), of synthetic fibres"
621440,Of artificial fibres,621440,"Shawls, scarves, mufflers, mantillas, veils & the like (excl. knitted/crocheted), of artificial fibres"
621490,Of other textile materials,621490,"Shawls, scarves, mufflers, mantillas, veils & the like (excl. knitted/crocheted), of textile materials other than silk/silk waste/wool/fine animal hair/synthetic fibres/artificial fibres"
621510,Of silk or silk waste,621510,"Ties, bow ties & cravats (excl. knitted/crocheted), of silk/silk waste"
621520,Of man-made fibres,621520,"Ties, bow ties & cravats (excl. knitted/crocheted), of man-made fibres"
621590,Of other textile materials,621590,"Ties, bow ties & cravats (excl. knitted/crocheted), of textile materials other than silk/silk waste/man-made fibres"
621600,"Gloves, mittens and mitts.",621600,"Gloves, mittens & mitts (excl. knitted/crocheted)"
621710,Accessories,621710,"Made up clothing accessories (excl. knitted/crocheted), n.e.s."
621790,Parts,621790,Parts of garments/clothing accessories (excl. knitted/crocheted; excl. of 62.12)
630110,Electric blankets,630110,Electric blankets
630120,"Blankets (other than electric blankets) and travelling rugs, of wool or of fine animal hair",630120,"Blankets (excl. electric) & travelling rugs, of wool/of fine animal hair"
630130,"Blankets (other than electric blankets) and travelling rugs, of cotton",630130,"Blankets (excl. electric) & travelling rugs, of cotton"
630140,"Blankets (other than electric blankets) and travelling rugs, of synthetic fibres",630140,"Blankets (excl. electric) & travelling rugs, of synthetic fibres"
630190,Other blankets and travelling rugs,630190,Blankets (excl. electric) & travelling rugs other than of wool/fine animal hair/cotton/synthetic fibres
630210,"Bed linen, knitted or crocheted",630210,"Bed linen, knitted/crocheted"
630221,Of cotton,630221,"Bed linen (excl. knitted/crocheted), printed, of cotton"
630222,Of man-made fibres,630222,"Bed linen (excl. knitted/crocheted), printed, of man-made fibres"
630229,Of other textile materials,630229,"Bed linen (excl. knitted/crocheted), printed, of textile materials other than cotton/man-made fibres"
630231,Of cotton,630231,"Bed linen (excl. knitted/crocheted), of cotton (excl. printed)"
630232,Of man-made fibres,630232,"Bed linen (excl. knitted/crocheted), of man-made fibres (excl. printed)"
630239,Of other textile materials,630239,"Bed linen (excl. knitted/crocheted), of textile materials other than cotton/man-made fibres (excl. printed)"
630240,"Table linen, knitted or crocheted",630240,"Table linen, knitted/crocheted"
630251,Of cotton,630251,"Table linen (excl. knitted/crocheted), of cotton"
630253,Of man-made fibres,630253,"Table linen (excl. knitted/crocheted), of man-made fibres"
630259,Of other textile materials,630259,"Table linen (excl. knitted/crocheted), of other textile materials, other than of man-made fibres/cotton"
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics, of cotton",630260,"Toilet linen & kitchen linen, of terry towelling/similar terry fabrics, of cotton"
630291,Of cotton,630291,"Toilet linen & kitchen linen other than of terry fabrics, of cotton"
630293,Of man-made fibres,630293,"Toilet linen & kitchen linen other than of terry fabrics, of man-made fibres"
630299,Of other textile materials,630299,"Toilet linen & kitchen linen of other textile materials, other than of terry fabrics/man-made fibres/cotton."
630312,Of synthetic fibres,630312,"Curtains (incl. drapes) & interior blinds, knitted/crocheted; curtain/bed valances, knitted/crocheted, of synthetic fibres"
630319,Of other textile materials,630319,"Curtains (incl. drapes) & interior blinds, knitted/crocheted; curtain/bed valances, knitted/crocheted, of other textile materials, other than of synthetic fibres"
630391,Of cotton,630391,"Curtains (incl. drapes) & interior blinds (excl. knitted/crocheted); curtain/bed valances, not knitted/crocheted, of cotton"
630392,Of synthetic fibres,630392,"Curtains (incl. drapes) & interior blinds (excl. knitted/crocheted); curtain/bed valances, not knitted/crocheted, of synthetic fibres"
630399,Of other textile materials,630399,"Curtains (incl. drapes) & interior blinds (excl. knitted/crocheted); curtain/bed valances, not knitted/crocheted, of textile materials other than cotton/synthetic fibres"
630411,Knitted or crocheted,630411,"Bedspreads, knitted/crocheted"
630419,Other,630419,Bedspreads other than knitted/crocheted
630491,Knitted or crocheted,630491,"Textile furnishing articles other than bedspreads (excl. of 94.04), knitted/crocheted"
630492,"Not knitted or crocheted, of cotton",630492,"Textile furnishing articles other than bedspreads (excl. of 94.04), not knitted/crocheted, of cotton"
630493,"Not knitted or crocheted, of synthetic fibres",630493,"Textile furnishing articles other than bedspreads (excl. of 94.04), not knitted/crocheted, of synthetic fibres"
630499,"Not knitted or crocheted, of other textile materials",630499,"Textile furnishing articles other than bedspreads (excl. of 94.04), not knitted/crocheted, of textile materials other than cotton/synthetic fibres"
630510,Of jute or of other textile bast fibres of heading 53.03,630510,"Sacks & bags, of a kind used for the packing of goods, of jute/of other textile bast fibres of 53.03"
630520,Of cotton,630520,"Sacks & bags, of a kind used for the packing of goods, of cotton"
630532,Flexible intermediate bulk containers,630532,"Flexible intermediate bulk containters of a kind used for the packing of goods, of man-made textile materials"
630533,"Other, of polyethylene or polypropylene strip or the like",630533,"Sacks & bags, of a kind used for the packing of goods, of polyethylene/polypropylene strip/the like"
630539,Other,630539,"Sacks & bags, of a kind used for the packing of goods, of man-made textile materials (excl. of 6305.32 & 6305.33)"
630590,Of other textile materials,630590,"Sacks & bags, of a kind used for the packing of goods, of other textile materials (excl. of 6305.10-6305.39)"
630612,Of synthetic fibres,630612,"Tarpaulins, awnings & sunblinds, of synthetic fibres"
630619,Of other textile materials,630619,"Tarpaulins, awnings & sunblinds, of other textile materials, other than of synthetic fibres"
630622,Of synthetic fibres,630622,"Tents, of synthetic fibres"
630629,Of other textile materials,630629,"Tents, Of other textile materials, other than of synthetic fibres"
630630,Sails,630630,Sails
630640,Pneumatic mattresses,630640,Pneumatic mattresses
630690,Other,630699,"Camping goods (excl. of 6306.49), of textile materials other than cotton"
630710,"Floor-cloths, dish-cloths, dusters and similar cleaning cloths",630710,"Floor-cloths, dish-cloths, dusters & similar cleaning cloths"
630720,Life-jackets and life-belts,630720,Life-jackets & life-belts
630790,Other,630790,"Other made-up textile articles, incl. dress patterns, n.e.s."
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes, or similar textile articles, put up in packings for retail sale.",630800,"Sets consisting of woven fabric & yarn, whether/not with accessories, for making up into rugs/tapestries/embroidered table cloths/serviettes,/similar textile articles, put up in packings for retail sale."
630900,Worn clothing and other worn articles.,630900,Worn clothing & other worn articles
631010,Sorted,631010,"Used/new rags, scrap twine, cordage, rope & cables & worn out articles of twine/cordage/rope/cables, of textile materials, sorted"
631090,Other,631090,"Used/new rags, scrap twine, cordage, rope & cables & worn out articles of twine/cordage/rope/cables, of textile materials (excl. sorted)"
640110,Footwear incorporating a protective metal toe-cap,640110,Waterproof footwear with outer soles & uppers of rubber/plastics...incorporating a protective metal toe-cap
640192,Covering the ankle but not covering the knee,640192,Waterproof footwear with outer soles & uppers of rubber/plastics (excl. of 6401.10)...covering the ankle but not covering the knee
640199,Other,640199,"Other Waterproof footwear with outer soles & uppers of rubber/plastics (excld. of 6401.10), other n.e.s. in 64.01"
640212,"Ski-boots, cross-country ski footwear and snowboard boots",640212,"Ski-boots, cross-country ski footwear & snowboard boots, with outer soles & uppers of rubber/plastics"
640219,Other,640219,"Sports footwear other than ski-boots/cross-country ski footwear/snowboard boots, with outer soles & uppers of rubber/plastics"
640220,Footwear with upper straps or thongs assembled to the sole by means of plugs,640220,"Footwear with outer soles & uppers of rubber/plastics, with upper straps/thongs assembled to the sole by means of plugs"
640291,Covering the ankle,640291,"Other footwear with outer soles & uppers of rubber/plastics, covering the ankle."
640299,Other,640299,"Other footwear with outer soles & uppers of rubber/plastics, not covering the ankle."
640312,"Ski-boots, cross-country ski footwear and snowboard boots",640312,"Ski-boots, cross-country ski footwear & snowboard boots, with outer soles of rubber/plastics/leather/composition leather & uppers of leather"
640319,Other,640319,"Sports footwear other than ski-boots/cross-country ski footwear/snowboard boots, with outer soles of rubber/plastics/leather/composition leather & uppers of leather"
640320,"Footwear with outer soles of leather, and uppers which consist of leather straps across the instep and around the big toe",640320,Footwear with outer soles of leather & uppers which consist of leather straps across the instep & around the big toe
640340,"Other footwear, incorporating a protective metal toe-cap",640340,Footwear (excl. waterproof) incorporating a protective metal toe-cap (excl. of 6401.10 & 6402.30)
640351,Covering the ankle,640351,"Footwear (excl. waterproof) with outer soles & uppers of leather, covering the ankle (excl. of 6403.12-6403.40)"
640359,Other,640359,"Footwear (excl. waterproof) with outer soles & uppers of leather, other than that covering the ankle (excl. of 6403.12-6403.51)"
640391,Covering the ankle,640391,"Other footwear without outer soles of  leather, covering the ankle."
640399,Other,640399,"Other footwear without  outer soles of  leather, not covering the ankle."
640411,"Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like",640411,"Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes & the like, with outer soles of rubber/plastics & uppers of textile materials"
640419,Other,640419,Footwear (excl. waterproof) with outer soles of rubber/plastics & uppers of textile materials (excl. of 6404.11)
640420,Footwear with outer soles of leather or composition leather,640420,Footwear with outer soles of leather/composition leather & uppers of textile materials
640510,With uppers of leather or composition leather,640510,"Footwear with uppers of leather/composition leather, n.e.s."
640520,With uppers of textile materials,640520,"Footwear with uppers of textile materials, n.e.s."
640590,Other,640590,"Footwear other than with uppers of leather/composition leather/textile materials, n.e.s."
640610,"Uppers and parts thereof, other than stiffeners",640610,"Uppers & parts thereof (excl. stiffeners), whether/not attached to soles other than outer soles"
640620,"Outer soles and heels, of rubber or plastics",640620,"Outer soles & heels, of rubber/plastics"
640690,Other,640699,"Removable insoles, heel cushions & similar articles; gaiters, leggings & similar articles, & parts thereof"
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons), of felt.",650100,"Hat-forms, hat bodies & hoods of felt, neither blocked to shape/with made brims; plateaux & manchons (incl. slit manchons), of felt"
650200,"Hat-shapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed.",650200,"Hat-shapes, plaited/made by assembling strips of any material, neither blocked to shape/with made brims/lined/trimmed"
